"rid","ans_all","ans_all_hack","ans_all_trap","ans_any","ans_any_hack","ans_any_trap","ans_hack_on_risk_var","ans_hack_on_risk","ans_hack_on_dcpt_var","ans_hack_on_dcpt","ans_trap_on_risk_var","ans_trap_on_risk","ans_trap_on_dcpt_var","ans_trap_on_dcpt","ans_any_on_risk","ans_any_on_dcpt","ans_deceived_ranks","ans_not_deceived_ranks","ans_deceived_first","ans_hacked_ranks","ans_not_hacked_ranks","ans_hacked_first"
"2f88c9e7ef72c05d31490bee6cdafd7a",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"2f89ccd8557d0e934e787392d154230b",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"2fb5709e5f8544c57d458e21feb8fd57",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"2feec6242336b0528d027e0f4c2f3124",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"2ff26948ad1278dbcbe12ba109f64e39",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"30192e3e54cb8d756e76c3ff81f2a881",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4, 5, 6, 7, 8)","","()","(1, 2, 3, 4, 5, 6, 7, 8)",""
"30269d50091d1d76dd36cf4ffa93fa07",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"303b76f915dbd5deb849f35041719512",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"303e19352afebbfcb773de45dec75a01",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"304085518a50886dcaab0b4c53d50188",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"3047dfc8a5f8dd5173ab2d2b05b64dea",False,False,False,True,True,True,"none",False,"none",False,"none",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"304acb566643c77c5da81b5fce4494bf",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(4,)","(1, 2, 3, 5)",False,"()","(1, 2, 3, 4, 5)",""
"304e254f2a12e8d61daf48b3da2ca2fb",False,False,False,True,True,True,"none",False,"overlap",True,"none",False,"none",False,False,True,"(2,)","(1, 3, 4, 5)",False,"()","(1, 2, 3, 4, 5)",""
"304e78263d940fff5e1945d1c4cda623",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"none",False,True,False,"()","()","","()","()",""
"3061c3de5052d2299b7fa8aeabbbabd9",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"3074e731e6e0a2a981b70643e99c9211",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"30a8bb2f93e4916421c0631cc2f72659",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"30c5e3d2bd3b7c1f15f1bcdfe27b7e79",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"30e21214820a5f8dbca58959c05be340",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"30fa771487be24d0f18a71c14a5be998",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"31019580007c704cfe34e0435ffc8dca",False,False,False,True,True,False,"overlap",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2, 3)","","(1,)","(2, 3)",True
"310625d2311ee86c038705d6d8b8b1e3",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(4,)","(1, 2, 3, 5, 6, 7)",False,"()","(1, 2, 3, 4, 5, 6, 7)",""
"31190db5532bd4bb598a7b9d02d8ca55",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1,)","","()","(1,)",""
"311afa01a2f6c353bec51a27c70b6b59",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"312a4e5086a1d3510263e12148d8cc28",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"314118c4c112289b5f61b2a599e8e1d9",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"314c180c164b0bcfcb70c3d8e0999aa0",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"3172c8c1e56ac1201ba34e06cd7176eb",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"other",False,True,False,"()","(1,)","","(1,)","()",""
"3178db8ff051471515724cf2ecfb79e0",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"318f1d0eb5de9fdd3ecc9d9e30dc23c9",True,True,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)","","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)","()",""
"3190d87cda1165fc2bfeae686dc647e4",False,False,False,True,False,True,"other",False,"other",False,"none",False,"exact",True,False,True,"()","()","","()","()",""
"3193051897211365a9299b26bbd1c19a",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","","()","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",""
"31976fdb25f18f55561be608a77ad4c5",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"319bd24a7ea1c5014d642d5d0fcb9492",False,False,False,True,True,False,"overlap",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2, 3, 4, 5, 6)","","(6,)","(1, 2, 3, 4, 5)",False
"31aa508fb9986c6e0ccd83ee000fb27d",False,False,False,True,True,True,"none",False,"exact",True,"none",False,"none",False,False,True,"(1,)","()","","()","(1,)",""
"31aa5097e6ee77275e915713d3f45865",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"31bb803b8d48114353c253637ac68958",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"31bc602040b50543243e6682f6e8c9c8",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"31d526f3356800cddf9d577e1238da9c",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"31ffa0e767fc97741456681fa94d7eb0",False,False,False,True,True,False,"none",False,"none",False,"other",False,"other",False,False,False,"()","(1,)","","()","(1,)",""
"320f89f46d320c9a93e2a16f3dd4d9c9",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"3219644fafadb9c4bfa13798a954f7cd",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"321cc7b1fcdbbd4c1126fc7f7aa2d6d2",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"3224086b373ee51036c4199519e3f1a0",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"322ca4e361226391b6ba2b0bd7207472",False,False,False,True,True,False,"overlap",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2, 3)","","(2,)","(1, 3)",False
"329b3f35bc7211a6d0a10131d9711ac2",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"32c57f7bb3ae45c0af67c1197f340de1",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"330b77a2fe984eae58c08ba52c989ea6",False,False,False,True,True,False,"none",False,"none",False,"other",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"3310a2d14cff013bcc756d6949b8a3ac",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"none",False,True,False,"()","()","","()","()",""
"33250c0e781d77e464c1814f7af32734",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"3353b9a44e5f1dd3251bd31d2eb75bc2",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"335fce3361b148f828cccbe3c06801b1",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"3368c4e3c520d21ea2ca573c1a391e8a",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"336fecbf6181773c85ff713ebebd4a91",False,False,False,True,True,True,"none",False,"none",False,"none",False,"exact",True,False,True,"()","(1, 2)","","()","(1, 2)",""
"33703e1cc9aab83417bb412ac072aecd",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(1,)","(2, 3)",True,"()","(1, 2, 3)",""
"3374ac61d7343ccea7e9e50d626bc216",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"3378952e7ad3209b9b9fa19f5da20771",False,False,False,True,True,False,"none",False,"subset",True,"exact",True,"other",False,True,True,"(1, 2)","()","","()","(1, 2)",""
"33996979bc3bc62d2a2d906a95a41d8b",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"339ccb7a348fb4d9a921dc6bfc0913d4",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"339fbb7f3f27b07d5d8d761dfd3f468e",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"33a9b4c996ab82b7305492ab362f752f",False,False,False,True,True,False,"overlap",True,"overlap",True,"other",False,"other",False,True,True,"(2,)","(1,)",False,"(1,)","(2,)",True
"33c638c66b403ab957919c903851089c",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"33ef944070e42871df61e478c568dcc2",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"33fabf42f924f01f33ba0269eae18e5a",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"34016d80fe1c6d444de607fd710d45d8",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"3405e03f880269457b74892279509bac",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"343c39f29bf51df99c47351780726f07",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"344a5556b610210cf960245926291c92",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"3487bece5f0df316ef30d727e27ac3a1",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"34acd51f244c5d1c8ad2b84cb3672956",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"34c370e606718bc2a9d8546f5858ebf0",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"34cce97414e392f16de029f761229e1f",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"34ee3f507958be1818d898dc1df344eb",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"351396b8a8a55e5ddab414272510ff35",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"3516b3bd6aa19a893684a908d60d4d75",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(2,)","(1, 3)",False,"()","(1, 2, 3)",""
"355f9f7f7a5573503ff6bfb6e571f81e",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(1,)","(2,)",True,"()","(1, 2)",""
"358715ee9b6e132a8a82913edb329099",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"35a1c6b179c5351aa3007a92b2e7b304",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(3,)","(1, 2)",False,"()","(1, 2, 3)",""
"35c21838940a743e882442e97daa76fa",False,False,False,True,True,False,"none",False,"none",False,"other",False,"other",False,False,False,"()","(1,)","","()","(1,)",""
"35c701dd7ecef29295f210d92adcc366",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"35de955e9745af5caaed0ba0cc12cc11",False,False,False,False,False,False,"other",False,"other",False,"other",False,"other",False,False,False,"()","()","","()","()",""
"35fef305da1993630a6960699f095a4e",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"3607ee7a9009605c2638a4222f678465",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"360bd6228214829a5058f03d40d06249",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"3626a984a0c534808cadcd1366f3ef44",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"3640a2ae9bf1471533e5e134077c168e",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"364f98b2a507c5120d4fee5e221e92df",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"365f9829546c5b91a0a605dfc4c1067f",True,True,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)","","()","(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",""
"36620dede741eb8131654d1949516c3f",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"366ba3533d00e4400772a1c68dc8ecf2",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1, 2)","","()","(1, 2)",""
"3670a0f2744d2b20ccd0e630adeaf8b3",False,False,False,False,False,False,"other",False,"exact",True,"other",False,"exact",True,False,True,"()","()","","()","()",""
"3673456ed3c3d8f69b5d2f78b67e25bc",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"36784cf2124e0dca09b046c3abd02c90",False,False,False,True,True,False,"none",False,"none",False,"other",False,"exact",True,False,True,"()","(1, 2)","","()","(1, 2)",""
"367d5a678a8c6293c2a7a6175f8c6969",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"3680cec950343d1f34f9ed439427ae19",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"36b236e6a14420c2521a025137c68c1c",False,False,False,True,True,True,"exact",True,"none",False,"none",False,"none",False,True,False,"()","(1,)","","(1,)","()",""
"36b83c0ef50fcd4197d7d40a4c431c15",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"36c2d2e4ccba360414e6f43d2dbbb2ef",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(1,)","(2,)",True,"()","(1, 2)",""
"36ca52690324834177f35bad9f471689",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"370223127da57e4607988361b201363f",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1,)","","()","(1,)",""
"37071b6d86fc1196319e836ac2fa5582",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"37230d5b9fcec87a49548516956bcfef",False,False,False,True,True,False,"subset",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"372bee5d1e78b040cdec755403eab3b4",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"3739c1397ed35dc61616df19268cbab0",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"373ce62a89f248e722024535353d1b1b",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"377eafb5bdc39f3d35941e803f5139dd",False,False,False,True,True,True,"none",False,"none",False,"none",False,"overlap",True,False,True,"()","(1, 2, 3, 4)","","()","(1, 2, 3, 4)",""
"378d12e35fbcb5ac0db495986498681d",False,False,False,True,True,False,"none",False,"none",False,"other",False,"exact",True,False,True,"()","(1,)","","()","(1,)",""
"37b23d0ce435add194d2b144862cba74",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"37b3093c86ad983dd0b264fe328c13b7",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"37b4162c94b6822f94a6d19bdaef23c2",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"37d35186e78d60c6dc24e51f0cbe6f80",False,False,False,True,True,False,"none",False,"none",False,"other",False,"other",False,False,False,"()","(1,)","","()","(1,)",""
"37ff4727c48c6be00df304ed1c62c32f",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"3807f2b44a959fc0bd14bb9ba6b8682b",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"3818fda1eb97b699b30c2fe064d72b67",False,False,False,True,True,False,"overlap",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2)","","(2,)","(1,)",False
"3819243b46da5057a82c69f1269dbd13",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"382cabb4c3414ed7f36fa3be90e741e5",False,False,False,False,False,False,"other",False,"other",False,"other",False,"other",False,False,False,"()","()","","()","()",""
"3830a23b6b4a730a9c7f7c99355602da",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"3832073091f5461b953e64bb13922d7a",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"38351dd98e10b16983d2effa6162959d",False,False,False,False,False,False,"other",False,"exact",True,"other",False,"exact",True,False,True,"()","()","","()","()",""
"38408b51861f34fdca32bb5721804a96",False,False,False,True,True,False,"none",False,"overlap",True,"exact",True,"other",False,True,True,"(1,)","(2, 3)",True,"()","(1, 2, 3)",""
"384be44ffc2855dcb97bcd4fa6f7a664",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"384dd57fdebaff4e9574714db4730fd0",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"3852866f04350edebc1900d6af3d6f58",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"385efad2bec29ab86cf7ea8ffcaeecda",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"3861df2305d01cbed52d9c61468688c6",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"387164dcc9bfc118204bb59852f670b8",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"387725574086c59679e47f323d947781",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"387eae8bd3b134e379f240830f0ffcd2",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"none",False,True,False,"()","()","","()","()",""
"387f22761288179afeed775ed42a135a",False,False,False,False,False,False,"other",False,"other",False,"other",False,"other",False,False,False,"()","()","","()","()",""
"388edad6b0ab28d3ff88f90f2764be58",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"38a969cdc6108ae6b54a88bfed52a722",False,False,False,True,True,False,"none",False,"exact",True,"other",False,"other",False,False,True,"(1,)","()","","()","(1,)",""
"38cfa6be6eb968a9663b8268e229917d",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"38df32a2944c1887eb41a7b182c607e9",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"38f3c94cd12cf52bcd73f69132bd15a4",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"exact",True,True,True,"()","(1,)","","(1,)","()",""
"390b9c0003ec59b307b98ac01b876429",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"391b2780a1aded94718a9fb8aee627f0",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"392cfdd3e0773f150ea4aaea1d927448",False,False,False,True,True,False,"none",False,"none",False,"other",False,"other",False,False,False,"()","(1, 2)","","()","(1, 2)",""
"393b2af19deeccc0683060d4ba6de9ff",False,False,False,True,True,True,"none",False,"overlap",True,"none",False,"none",False,False,True,"(1,)","(2,)",True,"()","(1, 2)",""
"393da423379ad93786e368a5825faf00",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"39464b72419d43ea145255e31b0279f2",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1,)","","()","(1,)",""
"396f58e246faaac8d34a438f23d0bb06",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"other",False,True,False,"()","(1, 2)","","()","(1, 2)",""
"39d1f61697d4d367d9ae058de5b715be",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"exact",True,True,True,"()","()","","()","()",""
"39da9ebcde660918b8469e6d8e91741b",False,False,False,True,True,False,"overlap",True,"none",False,"other",False,"exact",True,True,True,"()","(1, 2, 3)","","(1,)","(2, 3)",True
"39db59aa03f9db3c7e6140ae32bf8463",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"39e6eea353a86174529d94130cfba033",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2)","","()","(1, 2)",""
"3a1d6d6842dcad1ed1914cec36c55e3a",False,False,False,False,False,False,"other",False,"exact",True,"other",False,"exact",True,False,True,"()","()","","()","()",""
"3a37a9766d49827643070231296e0b55",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"3a3d1744b9df4ddca0bf3ea3edffe511",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"3a601813c289fac1da19df924f98a72f",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"3a62b4b09755919f5c45e12c5f7def1e",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1,)","","()","(1,)",""
"3a6769209f86ae3e53e7dcedc422a9a4",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"3a8bc7e169cb68f55c6f1c8a9bd5b52e",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3, 4)","","()","(1, 2, 3, 4)",""
"3ace377d5f03234d2a0c5f05745114a7",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"3ae199c078d0838489e25ea32f471df2",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"3ae3f36d7776f3f9e77129a1bfe30ccc",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"3ae4e2450db3f8cb6419fa5452cc64d3",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"3af2e2c1b3bc2b76133ae93e7ae8179c",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"exact",True,True,True,"()","()","","()","()",""
"3b044d9d17a57e17d53f9dba2ab83fd2",False,False,False,True,True,True,"none",False,"none",False,"none",False,"none",False,False,False,"()","(1, 2)","","()","(1, 2)",""
"3b1527d7499f5b6da799932964fe202a",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"3b1d0df2ed50d5d8609b522a1405bcc9",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1, 2, 3)","","()","(1, 2, 3)",""
"3b33531c8903416e0612d943918604ae",False,False,False,True,True,False,"none",False,"none",False,"other",False,"exact",True,False,True,"()","(1, 2)","","()","(1, 2)",""
"3b3b7bd542137f6344f61f57c986ec3e",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"3b459a193f8062176616e9beb23d76a1",False,False,False,False,False,False,"exact",True,"other",False,"exact",True,"other",False,True,False,"()","()","","()","()",""
"3b50028d6d6633d32fca0131c9983af6",False,False,False,True,True,False,"overlap",True,"overlap",True,"other",False,"other",False,True,True,"(1,)","(2, 3)",True,"(3,)","(1, 2)",False
"3b89c28c7402be87f830f6fb288bc5be",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
"3b8c2b2ae7236474ac15bf117a854191",False,False,False,False,False,False,"exact",True,"exact",True,"exact",True,"exact",True,True,True,"()","()","","()","()",""
"3b94a7efeb26f93155e2016441a1f545",False,False,False,True,False,True,"exact",True,"exact",True,"none",False,"none",False,True,True,"()","()","","()","()",""
"3baa6defc8d0c7c238e3264295a4aa4e",False,False,False,True,True,False,"exact",True,"none",False,"other",False,"other",False,True,False,"()","(1,)","","(1,)","()",""
"3bdf605fce354eb1a17f02ff86ec7557",False,False,False,True,True,False,"none",False,"none",False,"exact",True,"exact",True,True,True,"()","(1,)","","()","(1,)",""
"3bfc720bd79e875ae81a5986fb13d04c",False,False,False,True,False,True,"exact",True,"other",False,"none",False,"exact",True,True,True,"()","()","","()","()",""
"3bfe9d0cadc4c271a4575a41baf6ba16",False,False,False,True,True,False,"none",False,"exact",True,"exact",True,"other",False,True,True,"(1,)","()","","()","(1,)",""
